Time (seconds),CO2 conc (ppm),Ethylene conc (ppm),Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16
10,1.8251169065256359,9.860970711941905,4.56011658775346,4.522539329946911,0.8539920754778705,-3.910762814186701,-4.843074419019292,-1.0243128127667667,3.4244977058445554,5.205148945533473,1.1656731179600095,-2.668064468974527,-4.796928027407687,-2.4600458725344647,2.966185598759585,4.840501309632762,2.6196341918068278,-1.5827850509954386
11,0.7487758705436192,10.562342816249288,4.10595809753212,3.924457396653734,0.40796746354952024,-3.8462846290161656,-4.477281210593546,-0.7415036304646669,3.3290868012517607,4.747546123533244,1.4725319998210098,-2.484326431186855,-5.685049451573799,-2.350375335686633,2.567754286057844,5.026734351232706,2.8198113581563313,-2.057634177024428
12,1.0781988550583173,10.488592864095411,4.973235720957863,4.86242321040114,1.284964578402839,-3.770871938977803,-4.361130406852742,-1.252505635036521,3.7304527221023474,5.201132567285723,1.2995615735237658,-3.5235366679037172,-5.716806974510924,-3.229811961060429,3.112348330589478,4.438161690830484,1.7808971466122276,-2.5045517743483092
13,1.2856527655047192,10.702877571029987,4.247698687873817,4.570957662681697,0.13016490520892823,-3.042426060058795,-5.031547993786324,-0.17569769504591115,4.088678848821358,4.265131818180754,1.3696410919566429,-3.9711185335661376,-5.378842093682643,-2.312042147386734,2.618031106400403,5.945644326270288,2.3617731961733575,-1.3962728589670221
14,0.9653385090889888,10.38353228210201,4.572958525321387,3.9926753328935334,-0.04133322379758733,-4.473844403590575,-4.244272294791645,-0.40497592109764735,3.365057473902488,5.687736971343826,1.5471025772453504,-3.2994621971214597,-4.829750296668576,-2.830216016245398,2.413455625584567,4.306240631965716,2.8150560080877494,-1.6798539961814356
15,0.4265731550439458,9.388370708655382,4.31677885693324,4.313823611659144,0.3221576214374505,-3.89118627667741,-4.523497873633922,-0.9464884256668809,4.103101973488336,3.84669208782772,1.8818571332281049,-3.56477788699887,-5.359633546669887,-1.6700510216101196,2.821354255851532,4.43848354123557,3.026042173421987,-2.011899339002547
16,2.4411751934238666,10.701039235336316,4.479534680416433,4.208895628783331,0.8423955554045471,-3.236969891043395,-4.632675583784806,-1.6425910287046541,3.8427481165424964,6.307315058732625,1.1552427360706086,-2.6419087994400448,-5.312308967717707,-1.5409243148445355,2.904108914584916,4.575424675757672,2.819661978145394,-2.7305832704383706
17,1.0929186882449247,8.901165775071103,5.211435573857116,4.686957049172786,-0.5578602762123132,-4.059917753674986,-5.152436138374844,-0.9703673468292084,2.841034711891762,4.395795207449205,0.9917849281544255,-3.0474093806723364,-4.6533116525833,-0.849149523143784,3.5015974937276475,4.8553135630765,1.490472030800299,-1.5298370415190923
18,1.8665540792346438,9.676488609889004,4.812523433378761,4.334107522547468,0.22534045144568504,-4.563654964316013,-4.152587208197857,-0.6973620010059081,3.9969948393428747,4.41960551925371,1.8224654585812035,-2.694405811705036,-5.368154684526398,-1.9082471756967978,2.4193262972676575,5.194567403552248,2.998679849713715,-1.703322226711565
19,1.7298557427344337,10.830078744341897,4.696492708085343,4.082340385775986,0.005612597821587961,-5.089776240652883,-4.120241197973455,-1.2880676064880885,3.843902941294019,5.10987035800059,0.85925302896214,-3.18557301748811,-4.478183797491602,-2.037249176187167,3.127327430311859,5.175232050800061,2.4814264571816627,-3.4167175226843565
20,1.0295170244440648,9.992252691364245,5.013069549557892,3.7936825611279015,-0.3943763243761527,-4.5933869554151014,-4.061091806223744,-0.49545165174964034,4.14465434252572,4.2887084347384405,1.356598457563,-2.7204843344595036,-5.167932491172619,-1.7242778957521507,3.32817065563823,4.261152812040507,2.4244443552027346,-1.6866127039069592
21,2.7442079594433966,10.591857246876732,5.045344763842524,3.2216672023846216,-0.41810257304437526,-4.138107853472298,-4.391388842528813,0.04484113597298106,3.0913852803366653,4.215734062919645,0.4163326236873922,-3.4048049320370297,-4.828747351947822,-1.1027816668409738,2.604999327974364,5.538320916647512,2.250864176738272,-2.5745221359521673
22,2.3420068007697243,10.016964398026863,4.174207935102839,3.6248561069246517,-0.0676961259607638,-4.89533976622654,-4.229267285478009,0.4679606066189029,4.89065455483406,4.923563435036433,1.5165667868183408,-3.2017540498622483,-4.681338377724981,-1.748957169089665,2.831521386951391,4.87358216994882,1.8781773934496497,-2.4844970766882004
23,2.0098572766026135,9.760509894111035,5.297418117753981,3.686504459115111,-1.3549091275436003,-4.051961947333679,-4.663970979001874,-0.3531696435543065,4.503572399882293,5.267332523008971,0.42680117978555043,-3.7337135284426317,-4.308587870550404,-1.7162461093677677,2.8667586657293636,4.95736266441033,2.0794220841039657,-2.5116792710795006
24,2.567149159896274,9.52937873520284,4.763894222452638,3.8956340444200666,0.009307522085181152,-4.67276300493576,-4.134279704151406,-1.0761399254354749,4.2107441526029525,4.410556918009718,0.4233093833234452,-3.7036241773723977,-5.157352989031592,-1.987200237557273,3.3321339153138787,5.224870293741571,2.0503330249533542,-1.6069676366616825
25,1.9341931229750027,9.673871328873812,5.36399740093023,3.8362207739769394,-0.8245569432927403,-3.9756305668473586,-3.5321985397238547,0.9167154488426364,3.917255152172281,4.46230985298254,0.5202368554671812,-4.290851877378786,-4.949132039003933,-1.2540895776587706,2.7867896971902097,5.380623675570882,2.6044181993125957,-3.1724538713106396
26,3.5593512044450883,8.79840480910184,4.444756478224453,3.817247094737589,-0.271455969913572,-3.656638957601623,-4.2077693938954495,-0.28590023536897274,3.270049593239535,4.558040855929117,1.0197742017742712,-4.675251369300901,-4.682498923051236,-1.7438430797952764,2.87872247615212,5.320072792653098,2.4484661967716006,-3.213066817050588
27,2.1277129970069657,9.402606902145697,5.382535964190483,4.07653537492597,-0.09952763936650544,-4.608936748509888,-5.209816172750027,-0.45123404759207547,3.925770965804432,4.14603191747825,0.5770736157768865,-4.047666353086035,-5.473228245272532,-1.184500223686364,4.127542157598894,4.45364556967188,1.332622408190713,-2.5212159736808375
28,2.3235976809803502,9.056864846489388,4.55429408016003,4.500553663936455,-0.6222298688201433,-4.572319178635285,-4.488544350506444,0.35186870808863735,3.836018284557245,4.311446653199477,0.916725577159806,-4.08933785879922,-4.211246911307323,-2.208615873537687,3.4538936791185315,4.819302387554327,2.30801070095163,-3.4375493847675087
29,3.14313876278513,9.841868490803675,4.290539681186185,4.503410137351002,0.012748687880680065,-4.640018758907903,-4.384022955983182,-0.3049121160096041,3.8396594691449533,4.782382912912962,0.6845137407685046,-4.2505818816735195,-4.70611732360503,-1.1371128905859496,3.5483075191269347,4.8436998546000485,2.255959414340765,-2.78430699322265
30,2.775567367604174,10.39420630312332,4.285498220626168,3.3403453562732643,-1.0505149146364479,-4.648633702060401,-3.938819965055454,0.14280647367024352,4.276164062136233,5.062962323305042,1.3150438702812959,-3.549081544129603,-4.564822786438561,-1.5535528540600838,3.336818215585895,4.505044944453931,2.5765444640292676,-2.593382678573695
31,3.020081035270396,9.279383582958264,4.342434442017465,3.122242251447319,-0.9823836761742011,-4.302685873655984,-3.643700552567607,-0.22331839259129432,4.057443577467568,4.1979356917194925,1.1639810989917188,-4.181210222421181,-3.9088185671432973,-1.065149444242199,3.7117756513476534,4.98141501453314,0.8083239699230502,-3.6064385894761744
32,3.3338829969771604,8.876247042505073,4.994866339509176,3.8377912466712267,-1.4207791143526447,-4.284020982526449,-3.7594854187646325,0.2916565689978882,3.1373081631751516,3.823193616249678,1.5825678868547288,-4.751919521190662,-4.373262448171328,-0.004134938784681408,3.1815871069314663,4.930580843319383,2.1228453059277035,-2.832217182618388
33,3.1129567641448337,9.933199926769328,5.136027669874521,3.6604812726570772,-0.17352494557856724,-4.2950822734698475,-4.089053617328032,-0.5916885374898164,4.293230676821477,4.2273974993409205,-0.005192634518758399,-2.8023683872218292,-4.551785278455615,-1.7195573916596936,2.516241970963839,4.781622405841502,1.747599652767243,-2.40425150696162
34,4.364873582108983,9.006285137703475,5.765549847544661,2.9681152099441834,-0.5125938345709719,-4.408822779341659,-3.88898470665798,-0.04270297242154325,3.50744471291607,4.600065047518575,1.353297561541419,-5.063375802077417,-3.651776788230187,-1.3068151462709643,3.2753114688704104,4.689908498661707,1.0031824874783255,-2.5475548145477047
35,3.201602448035258,9.301126163408028,5.257914517958822,3.005305667791234,-1.6088202472244801,-4.380117887883117,-3.682434898807921,0.7634248404624151,4.209295252057234,4.950091172876304,0.9193352072356172,-3.3477939427588046,-3.525005899110017,-1.5088858316583211,4.867331714555556,4.374794931735681,1.4887589980218279,-3.108138762850479
36,4.410498487654535,9.241422146154825,3.813582313273862,3.395547008148277,-1.6702088184349533,-4.121635206068457,-4.410056019150728,0.23797610236961564,4.6334715407555915,4.547625256184271,0.1073438937432705,-4.431530040386231,-5.408265598525124,-0.7165337358984463,3.6580349039310835,5.459723442809569,1.4731004553732538,-3.9204786769173685
37,3.9252355558236047,8.836083701057532,5.097949610146331,3.689263939298266,-0.9723075902030562,-4.293856899132131,-4.457032818871072,0.5752648809198911,4.143018721533995,4.308539926152913,1.0193602077808774,-3.0801172044547513,-4.631516904047875,-0.12956024615507145,3.9884668527538807,5.573058630842262,0.8779272349000764,-2.476200912866221
38,3.2826569932676923,10.057989654072298,4.061287507203927,3.742570430761755,-1.6261461540052713,-4.605442138770136,-4.525080335571446,-0.4162685045745102,4.93150248075686,3.6872223643269715,-0.46820061856804174,-4.400131662282482,-4.72233959457186,-0.5387834949534532,2.902385624582078,4.170385697811286,1.4228643292069167,-3.0182985401351616
39,3.4414637198810674,9.625042644318498,4.535589673836691,4.517316454968121,-1.64429518180684,-3.9013383563035484,-4.651881510916925,0.6670611384608515,4.942484501878742,3.809493252879622,0.00741935507946917,-3.667466197933939,-4.260770936710712,-0.7863961377154907,3.4860157675533574,4.112308168365178,1.4570627736235844,-2.5349976985464187
40,3.1580465226990015,10.045560978750775,6.215092109072404,3.317955080337713,-0.7445169464015675,-5.0244689162209735,-3.8490470090956506,1.6480378932903021,4.658037772571504,4.752656163403167,0.6811039347946679,-3.976091144932961,-4.419941876321797,-0.7046056336743071,3.6052478324443125,4.392437699261545,1.7659060856349171,-3.920819315305012
41,3.7612036995441653,8.971529567628114,4.320761116771659,3.612252909801107,-1.6992782578121741,-4.559949654269367,-3.1800553626695622,1.0270198361826908,5.3444046458537935,3.80831794618948,-0.6595416729025653,-4.799160645003189,-5.05427810328558,-1.0374887305378249,4.141964291330043,4.7069944821328935,1.9181204589869028,-3.5533645155068365
42,3.8264333048286283,8.785884940550144,4.864396223892535,4.357526764282151,-1.6300010675522325,-4.568862043793562,-3.750355779331059,0.5491551654913551,3.928491919428171,3.3135498624223123,0.6988405664774482,-4.404609715942621,-3.7854277778354195,-0.6627188982583011,3.341145760635795,5.223010966014394,2.0619147032717584,-2.9045297515790454
43,3.465753875844627,8.677241121491901,3.8089557765395377,2.892701127789067,-1.7052897403049396,-5.5280110514042,-3.7653162725605718,1.180155016358783,4.254515149469767,4.292448796501069,-0.9568095967908001,-4.138263428810959,-3.865502618431548,-0.4690169250090912,3.6620531801327334,5.380380729977697,1.4612004420464852,-2.859180954518361
44,4.28738670009058,7.779427789637218,5.780403219258915,3.3808200453304798,-1.7654551356311017,-5.823428495640169,-3.7342747286437405,0.5509261472392282,4.7206789958078845,4.617358748497235,-0.7550283491421705,-4.478486928069328,-5.011697020261461,-0.8835243150848997,3.8451400587509084,4.331746625471261,1.526642207669503,-3.1235281669881285
45,4.354220701061366,8.98057876768085,4.476085495758881,2.962174828505506,-1.5443725118844138,-5.816689537816282,-4.347706097966534,1.6931992287542363,5.257157533564866,4.389797294872542,0.4570594233312285,-3.7673302192716482,-4.309652654954058,-0.5766049390551335,3.830715214598276,5.379839357905646,1.6696411485453004,-3.0491704158843342
46,4.04502357119062,9.44863047948623,5.3132635475947225,2.118862089730772,-0.6059319514109985,-4.5049033477421006,-4.677744821987076,1.2215927067099837,5.089719843208071,4.645543942868443,-0.387990187756878,-3.4731569910513924,-4.280620627370737,-0.5045723161951187,4.3835551130606945,4.683272255274712,0.8155416051226028,-3.6083370703982185
47,4.170545656259102,8.799200241253606,5.19919767656966,3.257649609116439,-1.9126555431813812,-4.266141370660418,-4.223228844436716,1.2395349602385712,5.04840615578931,4.14658407524513,-0.25505667587469716,-4.501278761112781,-4.767209823196421,-0.5468425688110267,3.375649539077906,4.392548575094457,0.6564549840213276,-4.011655199622763
48,4.768371499366924,9.615537772278298,4.3202356229409595,3.2083896282553765,-1.5923892553554935,-5.549081857009064,-2.6267218805223513,0.3175164276571757,4.629870361205342,4.17255508129071,-0.8420307541861307,-4.642104996125291,-5.167035591016154,-0.9108614334059417,4.233064558415561,3.916826464941921,0.7784628122801405,-4.002398652656036
49,4.502738605767982,9.38666874398701,4.322227714808301,2.0600141066600983,-0.7823258367877823,-4.622247558745747,-3.625411212733117,0.3706003624398282,5.070856122484024,3.890750416653218,-0.981051504614909,-5.342791103018941,-4.510450733636438,-0.19451402795219766,4.261529496617718,4.349539319988835,0.8454668250198454,-2.6784391003497756
50,4.423515693886875,8.359013196877338,4.318368476467092,2.8008989977187775,-1.429167770286075,-4.586525939332705,-2.7662307217402238,1.7135479681379215,4.378838942742187,4.025546064201311,-0.7150968209069474,-5.322841119864001,-4.044717144573311,-1.2788482780817785,4.423160256957212,4.434670079749044,0.6146375592435989,-3.710920484209514
51,4.657221258413675,8.212818789102707,4.675540555636065,2.2546316148557244,-2.128793300891693,-5.101983049047016,-3.4964355932287687,1.6753786363075318,4.289632195011942,4.080349150398859,-1.0020392222594094,-3.5881152964130276,-4.255351386245296,-0.289025092902645,4.226079957407914,4.625995854367036,0.9892215255020295,-3.452507657750145
52,5.447883897073857,8.530898504074022,5.485237994878929,3.272086235891122,-1.2499520500426158,-5.077982944329517,-4.2352120642949185,1.3057008861539225,4.421873575393272,3.5637980957820257,-0.45753592473572496,-4.7287513479728585,-4.096354798533498,-0.20980596954083108,4.25106780120387,5.208320723502979,1.1669100987204537,-3.6308653785483433
53,5.086489250453338,8.772647974705094,4.4109291916116895,3.2893485144355927,-2.2181175284641914,-5.23945728151991,-3.8679012820890857,0.788654334299816,4.448263068542808,3.902403652330829,0.14793968100394317,-4.451316857118279,-4.610214619262847,0.4670916330144226,4.856006404977869,4.5610106442194756,0.08083310164368296,-3.503439852114755
54,5.401167677267013,8.874768739839158,4.987185388025666,1.8955481166968786,-2.2067590595006323,-5.551771169468436,-3.640282011934382,1.5358265244504827,4.297196379919939,3.991602732285438,-0.3289572241987791,-4.637183199318873,-4.560723746702226,-0.896351890136014,4.502903215616615,4.875614887848621,0.3189538296676697,-4.26989596616456
55,5.9735066137127655,9.880101328654675,4.706797717951679,2.825690939946676,-2.174032009138746,-5.790473327747566,-3.5888351950881554,0.6813454707808416,4.724637994029445,4.629778698671954,-1.6061738918788642,-4.193959225392782,-3.757940563173841,0.18463679223631732,3.9728829985614444,4.515567553995083,0.43417550788314374,-3.7450038127603333
56,4.972773162241838,8.414289399757122,5.263502724054601,2.2749069343899295,-2.012504090407506,-4.29914221097103,-2.639861148901744,1.0871629490238122,5.322108584313407,4.905927897388983,-1.0968957394877437,-4.261221648885155,-3.596494624926752,-0.5146710041183746,4.9606143199886645,4.083835151793653,1.1261365268814416,-4.507313100891177
57,4.335182409584197,9.04491214646506,4.97364147239759,2.8046124659969665,-1.883663657182032,-5.034537070865156,-3.250984291130252,1.3813607531845933,4.556973971478321,4.431925726437423,-0.21768042731708126,-4.0362785505097785,-4.590001254606756,0.7702037845045667,4.473426636798012,3.6921317238058178,0.4418299331075428,-3.217550879183922
58,5.663647382079779,8.945040192362654,4.106131170377001,2.8346824341364485,-2.195163110921318,-5.513312833455768,-3.770345713269407,0.7034857296131924,5.388996083999196,3.717232471044247,-1.1977482475182852,-4.265191262116698,-4.18962782792925,0.8947627067941359,4.31168538564469,3.83442894624561,1.2363890767594259,-3.688480221544395
59,5.632217492153724,7.847904861251828,5.751966947548648,2.673998462471107,-2.6145605658697875,-5.664450273872975,-3.373349971398969,1.7976781274850593,4.407832964944923,4.202615972563646,-0.31887100015919556,-3.866518628373629,-4.568245932957331,-0.5355233182434666,4.69807318126406,4.5719425685187005,1.5719524060040184,-3.2264309410115075
60,5.747636319490507,8.515116007476399,5.36794913466446,3.0431928218148814,-1.866647501961402,-5.051202722949816,-2.402081373802194,0.554472793548854,4.416675781729805,3.154442404213772,-0.9036395576945113,-4.822329842426553,-4.276638058549462,-0.15104070834215372,4.226142162739537,4.543950872650306,1.5429074686178377,-4.303183141770469
61,6.467757796660705,7.648632610184402,4.839006730463371,2.4793569550266454,-2.870390734706695,-5.389134463798106,-3.898626192319595,0.7977383689402668,5.277220991943178,3.6987848300801205,-1.5425286280477348,-4.080890534649658,-4.222513917575906,0.3860279748902674,4.127414421250119,4.919598437624812,0.0005016722501642867,-3.762158751073244
62,5.8193604234928635,9.530929161188283,5.082867287884357,2.5978520659618605,-2.8810066362528866,-4.854200057160606,-3.2690477957072703,1.3753862386464806,4.516676385497028,3.5759833222612145,-1.314576605966315,-4.495335704625343,-4.467505400816217,-0.10184900651966622,4.802051465521235,3.8453372699108748,0.6311938057312362,-3.256543420284063
63,5.401822578741629,8.71664833894181,4.564775524935114,2.1387708096426743,-2.944103159995156,-4.675124222032144,-3.285875254747874,1.4058184849214297,4.594037213949474,3.18276368878587,-0.3608749505050045,-4.790833583089636,-4.645696224664028,1.399710081975981,4.8697824028977115,4.71870266038794,0.24242955461658391,-3.8953127634065705
64,6.135418791541444,8.419654475297339,4.925628412490963,2.0874286660261334,-2.0107765508093562,-5.123288929891785,-2.442873786665209,2.062808516974489,5.402707849626778,3.324703407333065,-1.0568854395843186,-4.852371321753561,-4.20065937374797,0.29382138899675114,4.4720023631562125,3.1799728522518826,0.06895816933488119,-3.8052241089548438
65,6.069434949524477,8.976518963445276,5.157755516146678,2.4286874506165423,-1.9186319656545425,-4.919842011997733,-2.329425906903522,1.0387477233680977,4.8514426861766236,3.4874715390142956,-1.0725369148038477,-4.983102702375813,-4.016207367020581,0.908782776868434,3.898496210888831,4.436204861172339,0.46622926484037475,-4.536251172414346
66,5.467497882665868,7.527177884362805,4.856494167353479,2.1333529806588487,-2.246025352256445,-4.5332084439084985,-2.3350454393551106,2.061842399798536,3.8235357149086533,3.0980544840851723,-1.3717570127700014,-5.109660150790545,-3.852113004947127,-0.10787489087748953,4.057233603245579,5.27626895430461,0.1725428018379248,-4.366106278310536
67,6.762344819150924,7.8119043906446475,4.466288898278451,2.060970316520147,-2.546094123565501,-4.735614518076944,-2.05480186389174,2.0941159649612198,5.251623353695612,4.294121400201641,-1.5080196233411982,-4.375201021334871,-4.085112202398131,0.7798400700120294,4.343587293330816,4.796079882736384,-0.271310639689219,-3.905536954578462
68,7.325376874652107,7.8360576019715245,5.581844515349682,2.792656709031612,-3.1523221081816457,-4.473624182201069,-2.412634065103399,1.9877595152869252,5.030260828034388,3.1079684290266045,-2.2037079246746156,-4.946018214718143,-3.457789571349933,0.7269779219202621,3.4937669462353016,4.827755510358124,0.30939317967295443,-3.951248450188402
69,7.003515706085408,7.101752509290592,5.262693136679386,1.887620162517107,-2.3266276389465386,-5.391798516335029,-3.7706024822582527,2.605763744124417,4.569392160495508,3.6621638427845427,-2.1649033635891333,-3.9599451132498396,-3.982120781633131,1.1612097861079211,4.536970731937753,4.499002992141074,-0.2962696547526243,-3.343517786138676
70,5.926798403366193,7.245936749435833,4.970569349543198,1.4147035060343343,-2.597841282496693,-5.016356786732698,-2.134607778422502,0.967953022209415,4.901451008202552,2.470447571286969,-1.734894228378173,-4.880720090740939,-3.076267544529278,0.06819738895525562,3.7228973589767422,4.287139703542753,-0.022664450221756394,-4.17630685317322
71,6.9244027413273646,7.717600022101173,5.252080037407158,2.1858178049118115,-3.184531808236742,-4.840252635489598,-3.5831941763694175,1.360929573221506,5.635097587970318,3.6421711854981775,-0.8105499699893184,-5.702130017783965,-4.273846236846162,-0.4971239052702552,3.2777583399148558,4.539562736742223,-0.5865056281793822,-4.389849666036521
72,7.281856112138645,7.257162142507058,4.4575302564699575,2.067548699804011,-2.787801992653064,-4.723553847277252,-2.4213248851724396,2.5434428357233876,4.666638298002073,2.7912634554532887,-1.7551876782204419,-4.371581407854464,-3.8046258001064857,1.7820228919259071,4.709775292619714,3.9052007699368674,-0.14877555301134987,-4.81541374380788
73,7.296349047960065,7.354027495832928,4.784830513574186,1.8193136610875338,-2.8671698158337415,-4.246247428720801,-2.8226345925777934,1.7547687308603304,5.436329914724975,4.29990013169682,-0.37271471245752497,-4.355241200537252,-4.489912717619573,1.19719515711208,4.231611174104591,3.8116728945925202,-0.12217429465416355,-4.4412897323787
74,6.958639529502244,7.18316143911466,4.453783480821754,2.6265879094729403,-2.10395895081028,-5.865112247107573,-2.628669418628837,1.1196184657870454,5.700991858755484,3.5710741242788524,-2.2965016261188014,-4.740029804857886,-3.7172488678374567,0.6565436625607416,4.823918484778341,3.7863545720366014,0.07316331361381939,-4.705796435107183
75,7.581975454980504,7.520994117816866,5.518404720813663,1.6587482870329922,-2.915763900544579,-4.974530408077906,-2.2468149823491523,1.9493354628547543,4.640312485175552,2.8005750120098534,-1.4389850323388536,-5.266005103814301,-3.537074616651372,1.0294913985711995,4.475540058280489,3.1993748067860173,-0.7548675445232297,-4.6241521617258865
76,6.492976003239714,6.9426532550753866,4.657775723971911,1.6925732314932447,-2.5768070517694643,-4.92447406757139,-3.4146199484400657,2.6280541327342557,4.513662792535406,2.5420152702380934,-1.9049191696935919,-5.435718298372979,-3.3277664330923638,1.345518542794686,5.13099609576548,3.7760770862527786,-0.857516059715973,-4.809356194367223
77,6.871615727670453,7.323413653122291,4.548606218553515,2.6926262344659384,-2.4838255858140803,-4.905135446080344,-3.458844816705901,2.882020421691599,4.593879980871875,2.529685830390105,-2.0700923608766493,-4.318290079355924,-3.6864458422921715,0.08740974060426476,4.621730013731886,4.470549319998328,0.840550113297892,-4.735154415062895
78,6.120738010371653,6.777351996028122,5.767082733764281,1.5864262522092647,-2.864071297084892,-5.599213149936458,-2.0091192628923555,2.074354394104225,5.013917472550986,3.387922917576966,-2.0961799715599554,-4.615663701500879,-3.255283515045832,1.0334124155641673,4.951990424466023,4.190525317361208,-0.3237743773955718,-4.9449495630027265
79,7.459939053859727,6.170678621740072,4.9237111148319475,1.553954995875121,-2.274397394528913,-5.493158154488677,-2.210006392516975,3.140028997250342,6.106445320308236,3.162172260688517,-1.3873507739623023,-4.382835932125615,-2.9988923520093436,1.6512215355670625,5.350665198715738,3.667418613106878,-0.9201514934573684,-4.383577328234639
80,7.119067459105686,6.6453041798494725,4.76044283070508,1.9428123698055297,-3.403039335912918,-4.587414805147734,-2.0863764716612367,3.0662212204414745,4.904519218517148,2.9614443875804755,-2.7841505105551327,-5.004787612942543,-2.797831901304159,1.4021416428816358,4.1562711082774,3.033535080806877,-0.05160011475310172,-5.701663628395535
81,7.5280095821920865,7.707667871326274,5.928129409756566,1.7115428828736943,-3.4936082219820492,-5.4063125677657835,-2.53184152397903,2.347657755718989,5.742287762807562,1.7345268338468809,-3.1720121101139025,-3.8686007674244425,-3.9420774794157856,1.8307936921833912,4.382654333710598,4.35821598461577,-0.055280998513584645,-4.774323928053869
82,7.186259876253137,6.224525763795104,4.604045228866441,2.159637184633474,-3.254863424454824,-5.286300674849562,-2.4990836402400096,3.103142311509484,4.455938092197591,2.7644440298126858,-1.241638019186028,-5.335550523671977,-3.4634548017849647,0.8576674524949344,4.503579427892728,3.8094751881672924,-1.0907426213106426,-4.137905226237088
83,7.462623196217919,6.188013063528816,5.04215910722503,1.557814340684258,-3.2871374551794177,-4.591073498324739,-1.5021934381175255,1.513129587626078,5.297326929760765,2.152191674242033,-1.0106252806431155,-4.636809218514828,-3.325848063978542,2.658683539962861,3.714497651570219,3.3542983605991363,-0.23296460222745002,-4.154869914627485
84,7.866426654472156,6.6502295459803875,4.693650209649218,0.9901241773693192,-2.5227284419266836,-5.153563843364889,-3.009105737242242,2.487765879451206,5.97187823844585,3.2095858476144876,-1.6682662598762228,-4.967816101219275,-3.870248258386062,1.1559715983531482,5.372102637134871,3.243155254069138,-0.2661198979597328,-4.175677869069523
